sal_avg_lc1vs0_iate,lmp_cw
-631.6923135608772,4.0
-11028.807836843349,1.0
-13783.506834892078,2.0
-4623.147904398413,2.0
-1338.140095077595,3.0
-19475.509648308205,1.0
-17056.35847266231,1.0
-10733.13911804538,3.0
-5896.0072027793685,3.0
-5399.587548628611,2.0
-4266.354456004785,4.0
-7954.646082404852,1.0
-8443.75801983937,4.0
-3837.0712702748433,3.0
-4030.831766502032,1.0
-2430.3157017394333,3.0
-13518.117757402484,3.0
-12213.604558297702,4.0
-4391.027433239267,3.0
-4575.998005950418,1.0
-5366.221156967036,4.0
-3678.707544622149,4.0
-3924.7438035623945,4.0
-4931.003454373579,1.0
-9220.054437709314,3.0
-3792.9022889509706,4.0
-5845.488594478747,1.0
-9988.123389071106,1.0
-6120.419080086168,2.0
-2492.1473785469425,2.0
-5359.094662809211,2.0
-7873.406227247571,3.0
-12085.789341286272,2.0
-4720.732880051517,2.0
-4844.251818266915,4.0
-4065.819631496247,1.0
-1251.642668442747,4.0
-8570.227330079691,4.0
-7117.010754987048,1.0
-4726.426192328449,2.0
-13671.981331848681,4.0
-4477.728361153357,4.0
-3332.822758933883,4.0
-4702.596802279237,3.0
-2003.6601352225089,4.0
1091.294942236204,4.0
-2625.086193232022,2.0
-12263.438034630903,1.0
-4491.243076782126,1.0
-6405.307816972599,1.0
-7856.06124369166,1.0
-5283.636581440462,2.0
-4802.153233682035,4.0
-3522.454602713892,1.0
-3933.0450216075897,2.0
-7547.335151750511,1.0
555.1755781047879,3.0
-4532.845145257408,3.0
-4040.1512889595724,3.0
-5684.008134161579,3.0
-5699.476262639465,1.0
-4161.5687868210925,1.0
-4777.241074024503,4.0
-11333.637514157383,1.0
-6543.6826077700925,4.0
-14791.404636144285,2.0
-1665.3389494445414,3.0
-8523.529979595034,2.0
-3154.7529799135664,3.0
-14115.678812654718,2.0
-6016.992961360402,1.0
-662.356898609366,4.0
-10462.155138770057,4.0
-4443.363204641255,4.0
-13432.400037222578,1.0
-9532.078499136263,2.0
-4103.690640421821,4.0
-888.9094734892086,3.0
-19404.018826338634,1.0
-15972.629623293822,2.0
-11413.417483091242,2.0
-10864.866245033854,2.0
-2535.9768506890505,3.0
-1697.2213538472113,3.0
-6206.141285221218,1.0
-14396.065247449096,3.0
-2032.4320393295925,4.0
-4969.508696436502,1.0
-8356.96273037898,3.0
-4996.602926741606,3.0
-578.7604530997278,4.0
-14885.260216434028,1.0
-1492.0454285858013,4.0
-2516.622726736641,4.0
-5033.569071705767,4.0
-1166.2921870246767,4.0
-14156.042591236293,3.0
-7004.3994326413895,3.0
-17280.068026035176,4.0
-822.3145143603228,4.0
-1955.822578308795,4.0
-12963.157982234534,2.0
-4346.247573366289,3.0
-2090.0527613233453,4.0
-3646.8299324379286,1.0
-9999.325015675886,4.0
-1632.7304164086436,3.0
-5673.645224892165,2.0
-10290.446772720386,2.0
-2798.358797089448,3.0
-5926.4759690909905,1.0
-6973.5889830589385,1.0
-3140.852371356268,3.0
-16991.342409285462,2.0
-10497.608213122898,3.0
-4820.331440490028,2.0
-4602.621469221491,1.0
-6099.418978294352,4.0
-7893.298453389427,3.0
-4353.237752585812,1.0
-10697.83513045519,1.0
-6113.474411604439,2.0
-2492.014800676043,2.0
-17572.27358000858,4.0
-5460.610441240986,2.0
-10552.477727632555,3.0
-4021.7063065525244,1.0
-139.89604854649713,3.0
-3879.5712225063635,1.0
-3044.4114732760363,4.0
-2353.307971867818,4.0
-3131.823687429325,4.0
-18297.73389341094,1.0
-4449.178483139307,3.0
-5135.974412202853,3.0
-4973.246285467813,3.0
-3231.0272499606835,3.0
-11602.10145711557,2.0
-3565.201147440672,4.0
-4874.973616586469,3.0
-15430.943691842613,1.0
-4956.249436413386,3.0
-3445.602520511672,3.0
-1302.683116613487,3.0
-4465.611910611478,2.0
-2051.0865216109796,3.0
-6568.982278483997,2.0
-5354.58683168714,4.0
-6614.556959863196,3.0
-2917.277907952449,2.0
-3853.434545005505,4.0
-9837.629901037986,3.0
-11407.053438242394,2.0
-4279.663779653768,3.0
-2514.81443810477,3.0
-19166.433768360836,1.0
-9342.246234963044,4.0
-5760.423857729966,2.0
-3012.229668441838,4.0
-1172.189977780136,1.0
-2482.098012030642,2.0
-10438.513545019498,1.0
-75.6056766346286,4.0
-2070.738067394328,1.0
-8456.951867547396,4.0
-3038.618800173093,3.0
-21277.97765478909,1.0
-3363.9346461152118,1.0
-10869.752188952525,3.0
-11068.66661213968,3.0
-15569.877930510516,2.0
-6705.9772465621245,1.0
-17378.520740892516,2.0
110.87773057963132,4.0
-3463.184670849596,1.0
-4892.713165464567,1.0
-5460.001959619007,2.0
-10146.849691062587,2.0
-4374.780262474957,3.0
-2358.478907382115,1.0
-12172.048386294839,4.0
-18643.920336505387,1.0
-10901.667403892108,2.0
152.57805735744958,4.0
-6060.693445692531,1.0
-1047.5634476365185,3.0
-6844.562701436538,1.0
-12893.280239288571,3.0
-5324.357144800408,4.0
-10786.709447060748,1.0
-6172.088630640164,4.0
-15725.19455589258,4.0
-3566.6086458658638,1.0
-14207.322081006183,3.0
-21564.10146555053,1.0
-5508.9438241152175,2.0
-17462.341657023062,1.0
-1437.0576193251206,3.0
-7845.967454401003,3.0
-5233.374363109482,2.0
-3355.7324644244964,4.0
-5241.463293698796,3.0
-3616.273349871035,4.0
-4252.733679313353,3.0
-11439.036826887283,4.0
-7179.766553775975,4.0
-4527.677322254718,4.0
-16928.21294809617,1.0
-17754.56697525686,2.0
-4211.564652319248,4.0
-5402.686888711049,4.0
-13753.231357180213,1.0
-9615.015917020417,4.0
-3424.5758983504343,3.0
-1566.577236004171,3.0
-12433.197264142056,4.0
-6756.402007267676,3.0
-5906.44666227106,4.0
-3038.5087583400677,4.0
-6754.718697053434,3.0
-10578.57588098765,3.0
-16085.803087496524,3.0
-12229.037699829441,2.0
-7730.000557769363,3.0
-1273.837824102373,3.0
-14560.986386783563,4.0
-3849.5324385860567,2.0
-3365.298108049268,3.0
-8760.051663455786,2.0
-16113.830647278975,1.0
-7694.550431730892,1.0
-20140.383586779008,1.0
-3929.812876372529,4.0
-3241.18159888577,4.0
-16083.535248914637,4.0
-5743.426507178138,1.0
-8276.630851937998,2.0
-617.6421112289921,3.0
-2797.265209141624,3.0
-2469.4176371194353,4.0
-4866.978714829693,3.0
-11928.698014783016,3.0
-3721.1288921164005,3.0
-16580.865504014495,1.0
-1771.1544699914375,4.0
-7452.287645331952,3.0
-3740.07588038448,4.0
-1591.8792332010398,3.0
-16550.665110468508,3.0
-2241.6297551912935,3.0
-14113.937874370422,1.0
-4386.509573217293,3.0
-4747.391286278649,4.0
-3976.985067426014,3.0
-4548.358720179345,4.0
-19483.96092402521,2.0
-4725.177015467847,3.0
727.9915000374772,4.0
-6975.688414796921,2.0
-8135.431004468983,1.0
-8851.680244735238,4.0
-4512.3616832985645,3.0
-4255.870334558593,1.0
-2260.2674132574803,1.0
-2930.3106130171345,3.0
-15804.606817144446,3.0
-10029.658657647566,2.0
-2398.2627946852126,1.0
-21056.928553600683,1.0
-4121.145251980288,4.0
-7800.0377366918665,1.0
-7547.321160355633,4.0
-9085.536383042865,4.0
-2044.6961447200724,1.0
-4647.453881588822,1.0
-7645.033973328972,3.0
-8384.699418305254,2.0
-11747.490326515104,3.0
-3625.0710763700185,3.0
-2755.1216434464286,1.0
-9152.988646973276,2.0
-16746.988099367332,3.0
-5283.453196461787,3.0
-6366.22870551847,4.0
-4400.930541651187,4.0
-5197.951426353605,3.0
-14737.054971263271,2.0
-2587.6359402662,4.0
-3734.36110870559,1.0
-15344.199084255808,1.0
-6731.801642416264,1.0
-20884.17975539137,1.0
-2237.0327953263923,3.0
-4513.151384154979,3.0
-9384.00595422892,4.0
-13703.867719031223,3.0
-2333.7592899473966,1.0
-396.52281965002726,3.0
-13741.86667593144,3.0
-3475.7465924097487,3.0
-3720.4932992914096,2.0
-14391.041754853177,3.0
-3553.690829050483,1.0
-4533.315145295567,1.0
-2361.323816282207,3.0
-3470.057970543689,1.0
-10221.87382782955,3.0
-3718.2296163324863,4.0
-4551.303031267353,2.0
-5023.723982776378,4.0
-21327.723932875495,2.0
-3563.591667038727,2.0
-13568.342270632886,4.0
-23141.59524501301,1.0
-22683.158486826476,1.0
-6380.753550492129,1.0
-8202.36136039318,1.0
-13121.486856932312,1.0
-8402.764673543177,4.0
-3324.4959273816075,3.0
-1627.058414830149,1.0
-5741.44522786989,1.0
-1215.9340972148161,4.0
-14306.183454345017,3.0
-1545.384700034696,3.0
-11876.529012509873,1.0
425.5913379459628,4.0
-21309.683413999483,1.0
-10825.45959086201,3.0
-4281.553184861896,4.0
-4777.808660332752,2.0
-2328.5931819176003,4.0
-4573.117768564319,3.0
-2589.2184537593876,3.0
-10113.515286234031,4.0
-4844.991254541875,1.0
-4414.55630878124,3.0
-758.1027110610821,4.0
-3968.89188495631,1.0
-4957.564087358391,3.0
-4716.541086265279,2.0
-16163.03389301037,3.0
-5221.438776315565,3.0
-12983.673976334088,2.0
-16639.928319197366,3.0
-11560.074214597304,3.0
-547.1686123571614,3.0
-2397.5920811231135,4.0
-2386.0724798128495,3.0
-4605.255399368651,3.0
-1324.967106969185,4.0
-4027.796508110081,4.0
-7562.425171410515,1.0
-12457.39881184333,3.0
-6611.437641827037,3.0
-12628.214245264046,3.0
-3035.830202315683,3.0
-996.3076235295667,3.0
-21105.99970501667,3.0
-8878.448969374635,4.0
-11458.080194023305,3.0
-1187.726134437944,4.0
-664.6696647312032,3.0
-12020.28313371526,4.0
-14698.662140164994,1.0
-9683.95646813676,3.0
-8647.57683347318,1.0
-2144.961095516715,4.0
-7708.3874049534215,2.0
-12633.79045770753,4.0
-2707.3159001868335,1.0
-5026.940312676441,2.0
-4382.293287389604,3.0
-4380.50043242229,3.0
-6694.174110133312,1.0
-13507.849486647192,4.0
-16352.412404706707,1.0
-6204.903201880831,2.0
-4467.883792304616,4.0
-1599.6444153220452,3.0
-14965.183430141584,3.0
-5198.790883776679,3.0
-4460.371198072251,3.0
-3479.470476904833,3.0
-6516.374436538706,4.0
-4624.235811103192,1.0
-7258.83721972553,1.0
-1119.8907379951047,1.0
-9754.564543029115,4.0
-825.6155548859604,1.0
-7883.201890184848,1.0
-8433.153572092686,3.0
-22477.634530474184,1.0
-390.791626360548,3.0
-17252.763386412946,3.0
-21180.765885968736,1.0
-10854.947264954299,1.0
-5425.023112715528,2.0
-1413.452556275808,3.0
-3489.0216051950642,4.0
-5235.06888549136,1.0
-13049.292937374743,2.0
-7981.356789283944,4.0
-16206.832113204266,1.0
-9022.127678682826,2.0
-2466.098088969138,3.0
-17366.966911170974,1.0
-1626.5860334536624,4.0
-2571.103324884276,4.0
-3296.6499061749378,2.0
-10051.665640053314,4.0
-5112.404473040264,3.0
-13322.278076807956,4.0
-3867.8652817529296,3.0
-13264.607969462468,4.0
-9755.050502251144,3.0
-4025.1211273402155,3.0
-6727.337670728737,1.0
-8548.000055832354,3.0
-9587.092598126426,2.0
-13184.876471660502,3.0
-5582.850071896097,4.0
-3976.279646368659,4.0
-6726.306641496783,4.0
-12672.813782413916,4.0
-5472.361592216969,1.0
-12218.729851795402,1.0
-6387.1788895799655,3.0
-13673.473918438733,4.0
-8649.653420546234,4.0
-11816.81690684375,3.0
-15485.919025431725,3.0
-4401.272613135869,4.0
-4093.7066658980475,2.0
-8106.459205199135,4.0
-12730.577571665812,4.0
-4943.360125863954,3.0
-3194.531855126351,2.0
-2588.829724749069,4.0
-15002.019802133438,3.0
-14189.805310698079,4.0
-9650.52408554671,3.0
-7677.137584417355,1.0
-10106.27456299433,4.0
-4666.718397913499,3.0
-5546.790153057013,3.0
-4320.657908023237,1.0
-6732.516046065251,2.0
-3359.646456395214,2.0
-12318.5438830361,3.0
-3865.9116863509407,1.0
-4628.332774522075,3.0
-5006.799535029568,4.0
-4173.047203143017,1.0
-5476.395733829864,1.0
-6388.142468920134,3.0
-2293.6438212709327,3.0
-5930.210375635673,2.0
-1317.0055263275292,3.0
-4117.354231137304,2.0
-13392.044952435892,3.0
-20862.48933740945,1.0
-3867.812001480963,3.0
-4085.8753066852787,3.0
-5166.199947635886,1.0
-10372.900568641753,1.0
-8342.552842001458,4.0
-3290.587848019765,3.0
-13843.18551787432,4.0
-17854.489128989106,1.0
-14206.159627567571,3.0
-3117.649126927812,3.0
-7555.635856014103,4.0
-10659.014014289376,3.0
-11415.300959877972,1.0
-3087.020490551926,2.0
-7682.265649675468,3.0
-3274.193875531551,4.0
-842.880593042831,3.0
754.3376481395796,3.0
-4697.574526809154,3.0
-2534.4660067532423,2.0
-5927.290010106344,3.0
-12599.579057614586,2.0
-14432.580936560891,2.0
-2127.7827523155775,4.0
-2294.3409037671768,4.0
-14642.928959698587,3.0
-6347.809844589733,2.0
-4801.691645496091,3.0
-8959.9004556788,3.0
-4154.697600534817,4.0
-4131.496288663039,4.0
-5461.0049747186295,2.0
-2609.4088503702355,3.0
-17671.646183723937,1.0
-5479.119527715882,3.0
-2957.2426913385452,3.0
-5973.472113035476,3.0
-10806.597268418918,3.0
-12357.594699542831,4.0
-4029.673957296394,4.0
-12336.343791319634,2.0
-3286.5260992497383,3.0
-7741.461672994983,3.0
-4479.419080430333,3.0
-6958.277760502318,1.0
-11411.974906875326,4.0
-3581.0794439729925,4.0
-1804.7709585447978,2.0
-3967.8763293694087,3.0
-861.9463635281791,3.0
-18722.682220456976,3.0
-13356.790232260191,4.0
-17994.666804687087,2.0
-2023.194530241176,2.0
-1907.325547716875,4.0
-5613.084138717765,1.0
-11982.936973058004,2.0
-15610.672021251528,1.0
-3833.612346207839,1.0
-4673.837413872374,4.0
-3706.8994391391734,3.0
-20425.755697311648,3.0
-14374.999180158546,3.0
-5995.601739899729,4.0
-13244.153946209583,4.0
-3690.1969165273867,3.0
-1234.3848354645056,3.0
-9856.858118740738,4.0
-8963.329526930991,4.0
-5363.853688070258,3.0
-4169.108559744467,4.0
-12656.770439538588,2.0
-7014.9376289760785,1.0
-3447.3008415928475,3.0
-6349.681060971067,3.0
-6352.964248286368,2.0
-4223.964288178138,1.0
-3896.4894828447013,3.0
-3759.7780762771617,1.0
-17673.838012631808,1.0
-4593.576423807428,1.0
-2627.4057167918963,4.0
-5251.871343318175,1.0
-5534.40934012958,1.0
-9182.74305184608,3.0
-13579.340183979622,4.0
-4353.3863730495505,3.0
-450.40966296824956,4.0
-398.2069054414414,1.0
-2088.4357320137347,3.0
-8166.666542749268,1.0
-7048.6758285848955,3.0
-15054.834397982695,3.0
-6371.02386798491,3.0
-21913.345052917106,1.0
-9755.573668141427,4.0
-14435.527625244995,3.0
-659.7149191834478,3.0
-6347.436115065343,3.0
-14489.36245015484,3.0
-5555.192462240544,3.0
-2441.417652149809,1.0
-5357.756199577601,4.0
-7806.494246206558,2.0
-4001.497010234423,4.0
-4900.795613058082,3.0
-12798.90643974239,1.0
-4777.974705661552,4.0
-3359.9145432481446,3.0
-7525.004852411466,4.0
-11283.278799945312,3.0
-4480.413165581287,3.0
-2843.6294456299825,3.0
-6135.251505425733,4.0
-12115.049022125848,3.0
-4539.96126300508,3.0
-2025.3953339847558,3.0
-2341.035383040877,4.0
-7145.211211773065,4.0
-14795.078501797689,3.0
-259.6468514802216,4.0
-3824.217392682782,2.0
-2779.6435583401408,4.0
-3586.2002206554257,3.0
-5829.91459284552,1.0
-8007.460744163622,1.0
-3744.6623325331266,4.0
-4465.603530061689,4.0
-15200.143676626569,2.0
-3600.2865320041783,3.0
-6699.105983000403,2.0
-14766.619862447957,1.0
-266.6610758381323,3.0
-11739.753891985418,1.0
-2345.626402135031,2.0
-426.96644295434044,4.0
-4520.20926338098,1.0
-8573.865601096908,2.0
-8554.83958223079,4.0
-16444.915664501677,1.0
400.73488397232006,3.0
-5888.203202563757,4.0
-9353.589084203688,2.0
-10645.394541280466,4.0
-26.03223293469057,4.0
-4699.64626494124,4.0
-4490.565950617245,3.0
-10578.150921552038,4.0
-2618.93348650106,3.0
-6450.474413087546,2.0
-11424.732433603978,4.0
-10214.210827557301,1.0
-14588.573400970205,2.0
-5014.256537826213,4.0
-15655.574213403754,1.0
-4703.8901450213425,1.0
-8063.264859799851,1.0
-2040.4968467716953,4.0
-2561.002050610099,3.0
-12969.643373862287,2.0
-5284.191339044355,3.0
-7964.222879885445,3.0
-1762.1964524954597,1.0
-14939.683191395465,1.0
-12510.523362383245,4.0
-10908.328757734247,4.0
-7208.687504817306,1.0
-5830.590834551315,3.0
-14165.530178535944,1.0
-22121.47866952088,1.0
-10921.903650353835,4.0
-18168.699607390554,1.0
-5343.451822133278,4.0
-3324.1119560942016,2.0
-5651.469342936911,1.0
-17736.33932689027,3.0
-13831.254885307826,3.0
-11983.081730828693,1.0
-16228.709997131029,2.0
-5759.510221944307,3.0
-3147.3096113221523,4.0
-3825.6173745790347,3.0
-10156.207988901178,4.0
-4337.7882826676,3.0
-3572.7719462984905,1.0
-3452.461614393629,3.0
-10473.6275751383,4.0
-8393.02453347335,4.0
-4470.247404367326,1.0
-11705.012544722002,3.0
-10565.310085137302,1.0
-2170.367439962697,4.0
-7156.37072675227,3.0
-14999.689947710447,2.0
-17941.168266195218,1.0
-1121.6995929378872,3.0
-165.3797272149202,4.0
-2240.5500399835114,3.0
-5642.353001018622,1.0
-2384.9210194060774,3.0
-6049.93180368607,1.0
-15359.068127180884,2.0
-5419.049221562829,1.0
-4619.324218003163,1.0
-7712.684811686638,3.0
-14827.3106188178,2.0
-4319.945664465187,2.0
-1846.4795876614974,1.0
-9228.318736025018,2.0
-18252.970874611492,1.0
-12951.691295315186,2.0
-10992.67070376762,2.0
-3959.925587892283,2.0
-3045.447471487483,3.0
-14752.281049910966,4.0
-6259.798972304653,1.0
-4325.233913834595,2.0
-5256.28632650267,4.0
-4175.087306084767,3.0
-4089.05409231914,3.0
-3889.7665149012337,4.0
-4349.174949986777,3.0
-21875.094283729843,2.0
-17259.141486695607,1.0
-8249.103634125157,3.0
-1957.8510569401553,2.0
-3316.664477738137,3.0
-15993.28486985817,4.0
-14942.429386588688,3.0
-4404.312701015093,4.0
-3469.2315691513413,3.0
-2770.0913559200435,3.0
-1777.0626788271807,4.0
-13290.26367465582,1.0
-6463.664120728445,1.0
-10081.849892951956,3.0
-10336.567263664321,3.0
-7289.926545542007,1.0
-15163.63794765044,3.0
-7183.461337668286,1.0
-6091.852034946185,1.0
-13720.579783989204,3.0
-17276.7470416691,4.0
-14785.393820533134,3.0
-2409.0135805156206,4.0
-222.7415437494119,4.0
-5907.118969111146,2.0
-11597.606282275328,3.0
-6560.270394936654,2.0
-9307.225335676043,1.0
-1964.5736407724778,2.0
-2710.098477358976,2.0
-20709.499767973197,1.0
-5019.093647111253,1.0
331.3211377184989,2.0
-14286.995685382393,3.0
-3990.474036946809,3.0
-7216.26525139084,3.0
-5687.724333096689,4.0
-4599.5078317457655,4.0
-3916.402898770944,3.0
-9535.054209441654,4.0
-9895.834516062336,1.0
-9900.735534736119,1.0
-5264.42474620919,3.0
-5029.393021580854,3.0
-15174.890667702326,2.0
-6694.559943848227,4.0
-3439.899397302323,3.0
-14422.95767939449,2.0
-19775.590798731893,1.0
-1224.5719511131147,4.0
-16244.812120925202,3.0
-8129.198834106703,4.0
-6289.729276307325,2.0
-10848.667443994837,2.0
-2417.7711187199784,3.0
-1068.2698409258674,4.0
-4816.760484895818,2.0
-3121.471622936739,4.0
-7637.951438708647,4.0
-3152.0609880439547,4.0
-9049.669883708955,3.0
-3791.878121168183,3.0
-3788.920805132146,4.0
-12070.299735554821,1.0
-5287.908643722715,1.0
-1152.7948309098647,3.0
-1616.069650946812,4.0
-14532.114561366036,4.0
-2697.3396864710667,3.0
-8079.411027758352,3.0
-6428.80464643252,1.0
-6261.484749788966,1.0
-1257.529450334343,3.0
-2709.934802455711,3.0
-8644.77917804427,3.0
-6499.7403256251155,2.0
-5473.545332413105,2.0
-8299.141992737921,4.0
-3920.7766462794098,3.0
-3970.6869124427503,1.0
-3064.7485429849276,3.0
-2670.1313440586,1.0
-4137.812815369465,4.0
-3595.6545621760106,3.0
-13693.617012344483,2.0
-6112.1717852793245,1.0
-1550.240535640657,4.0
-4166.905695924386,4.0
-2108.1045258174827,3.0
-2112.8858224573764,1.0
-2079.542512674773,4.0
-4887.229347861359,3.0
-4411.129859724573,3.0
-6164.218655656541,3.0
-1650.690809400433,4.0
-6552.370861749974,3.0
-12696.143766291796,2.0
-7996.704861979346,4.0
-1572.2915748627802,2.0
-4356.968336300688,2.0
-2778.4204925767153,3.0
-6120.645317048848,1.0
-2181.298955865336,4.0
-4259.990523446366,3.0
-2772.567222732947,3.0
-15574.373786735707,1.0
-14532.524064289244,2.0
-10112.40096846823,4.0
-9180.872465358652,2.0
-6706.0437025803185,4.0
-2735.407002768765,4.0
-9541.330681593685,4.0
-2036.194664350003,3.0
-10306.083483422875,1.0
-3955.9466498487454,1.0
-13826.250079577801,3.0
-6320.25590090837,1.0
-7936.578929274261,3.0
-2691.626527438875,4.0
-1269.169065852246,3.0
-12522.589425821414,2.0
-14240.183276472682,1.0
-3409.5341188966795,4.0
-11748.536470728728,4.0
-10532.717151656048,2.0
-4903.862731783916,3.0
-11546.154078719845,4.0
-3806.2325276764964,4.0
-15027.97050414647,3.0
-9236.307797400108,4.0
-5897.588419993988,1.0
-21058.318818845466,1.0
-9362.689715285043,3.0
-3466.5284235418767,1.0
-8225.461451655958,4.0
-10706.638583738448,2.0
-1036.0831012260483,3.0
-4771.132769606351,4.0
-16989.69180550104,1.0
-2415.6725368514662,2.0
-1285.7182287866344,4.0
-8777.628487379448,3.0
-15442.324199331524,3.0
-9699.561931777193,3.0
-5846.246638508414,3.0
-9041.979167552348,1.0
-7106.7266584350755,1.0
-496.0184946225109,2.0
-13558.920122310865,3.0
-13819.799402844666,1.0
-3158.976416410802,4.0
-12017.167743707098,2.0
-1352.338727139339,4.0
-2193.3230470628732,2.0
-6618.064972415843,1.0
-4304.283386848176,4.0
-5840.275832619771,2.0
-2485.003868513884,3.0
-13808.579791305438,3.0
-10275.942022866368,1.0
-5398.397300479931,4.0
-6563.40275897107,1.0
-9036.69035340981,4.0
-1666.854424457145,4.0
-6936.008117039344,4.0
148.09342733052608,4.0
-5983.213680265764,1.0
-1526.7789219104036,3.0
-5186.719959354938,3.0
-7805.155334331668,3.0
-15573.681730006501,1.0
-2406.3589161568952,4.0
-522.590788336944,4.0
-6931.81248734111,1.0
-15217.536016124595,4.0
-3273.0598149830093,4.0
-10103.658698596882,4.0
-2130.7381508081,4.0
-6504.159456977333,3.0
-19695.038212082567,4.0
-5618.350379434569,4.0
-16583.052158973973,4.0
-2263.217514731944,3.0
-2535.2164218904927,1.0
-4871.91083694423,4.0
-1848.3623780357696,2.0
-6645.077645246969,3.0
-5399.139291774021,4.0
-7478.858010039394,1.0
-6050.724716255272,3.0
-12043.636262544227,2.0
-610.4476971694476,2.0
-4536.733954726457,3.0
-5085.20982854963,1.0
-19110.539533651838,2.0
-15114.479204369713,4.0
-5572.486458647592,3.0
-3303.4221459200635,1.0
-5783.578436807677,3.0
-6671.95084871668,1.0
-11098.113940576746,2.0
-13726.308625077743,3.0
-5584.874649263871,2.0
-2990.3790542119755,1.0
-5455.518161691529,4.0
-9708.126036483009,4.0
-11670.729202584358,3.0
-6670.472871630641,2.0
-9249.75935065135,4.0
-5878.431368329626,4.0
-10725.386558157265,4.0
-2547.6450696491765,3.0
-4239.690067059723,2.0
-4565.37051211917,4.0
-2507.5280786102066,4.0
-2328.7515322540526,4.0
-5125.170913215012,4.0
-2063.746347267417,3.0
-1096.0062975390597,1.0
-3027.614556400147,4.0
-17121.934853187606,1.0
-4142.396114584177,3.0
-5297.62600279008,3.0
-4884.421042666369,3.0
-3362.8686790525726,3.0
-3527.3309523235525,3.0
-4944.2232211090395,1.0
-8253.153643478769,4.0
-4957.934252112501,2.0
-4563.448983503902,2.0
365.8480723635107,4.0
-9627.382712065772,3.0
-7119.041672922721,1.0
-4154.250669345112,4.0
-4884.710128092656,4.0
-11237.068094483337,4.0
-2713.1437707077475,1.0
-675.6665549018464,4.0
-8346.451299038665,4.0
-3758.365284296538,3.0
-3012.7771141875896,1.0
-5201.55305854455,1.0
-1987.2205112050497,4.0
-5047.123936085933,4.0
-2647.5991758264254,1.0
-6010.89229718103,4.0
-5946.612642285856,2.0
-14640.006042253024,3.0
-13815.486206730784,1.0
-11196.313076103483,4.0
-1892.2107418435571,3.0
-8596.666833385812,4.0
-13674.430147204856,4.0
-17522.27405923376,1.0
-2558.708302082917,2.0
-6716.29363456538,1.0
-6223.955162073997,1.0
-3487.8226158579364,3.0
-14607.025003722116,4.0
-1186.95416836608,3.0
-10805.767810819276,3.0
-14229.85750402751,4.0
-10943.065692216638,3.0
-4746.904687225755,4.0
274.6774182997961,3.0
-13291.125120529749,3.0
-4477.972376372616,2.0
-16089.262164812717,1.0
-3100.5999182922205,3.0
-6014.528015890096,3.0
-2081.3483121341533,3.0
-6494.6856911385385,1.0
-11224.730811152782,1.0
-4027.470807970243,3.0
-14522.937733988223,2.0
-2983.2357549990993,4.0
-5800.377508051012,1.0
-14765.292062574359,3.0
-6181.536939426577,1.0
-2635.232110059271,4.0
-4544.828768647787,4.0
-6353.861031835768,1.0
-1648.90790109931,3.0
-14564.712060918999,4.0
-10106.41217107722,1.0
-16093.40570074854,2.0
-278.08476634494787,4.0
-8697.811154780198,1.0
-19217.948302116623,2.0
-9917.412859212887,1.0
-12520.897827659055,4.0
-2871.23863147015,2.0
-16800.46607331642,4.0
-3368.3353697998336,4.0
-4987.740739379353,3.0
-5914.983215770759,1.0
-2592.899661095631,4.0
-16459.418905818096,4.0
-16695.21142640829,3.0
-13740.667882307233,2.0
-6286.675926678909,1.0
-15462.158164947505,2.0
-4735.272327463923,3.0
-13616.031977340315,4.0
-3390.2657005084,1.0
-14509.52609531143,2.0
-7857.1916980805945,4.0
-8905.522337808361,4.0
-3862.7250599548934,1.0
-690.177865313631,3.0
-8261.932366179572,3.0
-4385.579860413859,2.0
-8481.844630934107,4.0
-15543.596775181191,2.0
-5620.231129182545,4.0
-4178.879043997188,3.0
-5402.078468311496,4.0
-17164.14344741159,3.0
-928.0787637041872,4.0
-18680.960598986494,1.0
-3126.782185003387,3.0
-4094.301258055888,3.0
-2438.5729243859787,3.0
-12464.87456586584,3.0
-16037.135403283324,3.0
-18238.309995265863,1.0
-6662.118324257308,4.0
472.3358533234857,3.0
345.6216160750598,3.0
-2334.5070845545824,4.0
-5150.888839145402,3.0
-13799.450543792827,1.0
-6174.623371433132,2.0
-1934.67808252151,4.0
-1840.1402709930512,3.0
-2398.7204487218482,3.0
-6598.1426239666725,1.0
-4009.7427719913467,3.0
-16682.878228496476,3.0
-8736.258265790195,2.0
-3924.1751306224987,4.0
-10734.051225828467,3.0
-6925.84694663118,1.0
-7020.243150185703,3.0
-11569.2250754716,4.0
-4258.33694068923,2.0
-14446.75302135272,3.0
-6865.902383096783,1.0
-4741.7517387467715,4.0
-9893.905258413626,2.0
-11807.465758747161,3.0
-4694.5047408186,1.0
-13860.686359396559,3.0
-3091.3492953322275,1.0
-19407.086158260474,1.0
-2410.9070624169417,4.0
-4657.19950929417,3.0
-5202.818920532841,2.0
-2067.81307084526,3.0
-3251.1181962869814,4.0
-10214.772933891083,3.0
-5513.476963416255,2.0
-21160.947595715123,1.0
-4569.303101243285,3.0
-12937.193201497645,1.0
-13067.767187110905,4.0
-2275.932028896818,4.0
-12134.85627917561,4.0
-6430.083838807387,3.0
-5024.347432977423,1.0
-5357.883640145872,4.0
-14489.07493945847,2.0
-4298.613642420116,4.0
-7548.648617341286,2.0
-2411.603477411149,1.0
-9600.321312895849,3.0
-555.8828628982999,3.0
-10195.542267849276,3.0
